user_id,nome,email,data_cadastro,cidade,estado,valor_ultima_compra,data_ultimo_login
5a6a2826-d97b-4e29-a320-1c15a8d982e1,Isaac Martins,thomas89@example.net,2026-03-03,Souza Verde,SP,499.13,2026-08-13 04:49:03
99946d65-17e9-4035-a4b9-39e240cb326c,Dr. Luigi Caldeira,salesolivia@example.com,2024-12-25,Fogaça,MG,511.49,2026-08-07 14:23:30
d740ef8b-b355-4f04-b3ab-9fa04015cb50,João Vitor da Cunha,marcos-viniciusmoraes@example.org,2025-11-13,Aragão,RJ,87.72,2026-08-18 04:46:48
1b90bdc4-a1a3-4d27-ad5a-b9dff480e825,Mariana da Rocha,nicolas49@example.org,2026-05-21,Caldeira do Sul,BA,511.49,2026-08-19 02:59:25
e9862922-164c-4e34-8e16-82cbca1d9b76,Matheus Silva,hcosta@example.com,2025-07-17,Vasconcelos do Campo,SP,828.82,2026-07-27 04:15:40
2dd6088a-94fc-441c-a737-9f0a74bd9dd2,Juan Pacheco,vicenteaparecida@example.net,2025-09-23,Vasconcelos,BA,511.49,2026-07-21 10:55:14
24bde8c8-52f0-4f22-a082-34f735108e0e,Mariah Moura,da-cruzrebeca@example.com,2025-03-29,Santos,MG,341.86,2026-08-14 00:56:13
6d8fcb6d-6ce5-4301-8873-192152ddc14e,Antony Moraes,augustolima@example.net,2026-05-06,Moreira Verde,PR,511.49,2026-08-04 15:12:59
9d6c6e5f-fe1e-476d-90e7-54cdd1a9ef59,Ian Viana,maria-clara76@example.com,2025-04-06,Santos do Campo,SP,639.62,2026-08-11 21:47:47
ce735ceb-2e0d-4383-a9db-86f613580eb8,Sr. Murilo Camargo,maya96@example.com,2024-08-19,Carvalho,RJ,503.78,2026-07-31 13:51:11
0f6e9691-c471-471b-b497-8befbd0c4218,Sofia Leão,mouralara@example.net,2025-12-13,Teixeira,PR,62.79,2026-08-14 01:05:25
b0b2622a-cc53-4429-b650-c4a3476209a0,Sra. Emanuella Peixoto,xmoraes@example.org,2024-12-23,Pereira,BA,358.72,2026-08-08 05:29:23
6f1d31f6-0749-4c18-9c64-b8388e09e45c,Anna Liz Aragão,haparecida@example.net,2026-10-03,Pimenta,SP,511.49,2026-08-14 07:29:22
dadfd6bd-3e7e-4654-bc8e-69993e1ce3cd,Rhavi Alves,joao-guilhermebarros@example.net,2026-06-30,Santos,SC,147.2,2026-07-20 22:42:38
4e669801-0d28-451f-b6dd-20f94e5c2654,José Pastor,alice02@example.org,2026-05-06,Aragão,PR,650.16,2026-07-28 10:28:24
70ac4930-cd89-486a-812f-f1a4eda00bab,Luara Monteiro,smendes@example.net,2025-12-22,Vasconcelos,SP,24.71,2026-08-08 13:58:04
b4586c79-acc3-46dc-8e66-f6ecbc74c17f,Valentina Cavalcanti,jvasconcelos@example.com,2026-06-10,das Neves,BA,867.79,2026-08-01 03:03:47
7a18e7ce-e33f-4f0e-b79d-939658a57140,Heitor Ramos,silvaelisa@example.com,2024-12-29,Freitas do Oeste,MG,340.37,2026-08-04 20:40:06
b605354b-2c8c-41f8-b1d4-7fba51995791,Mateus da Paz,mayabarbosa@example.org,2025-07-14,da Costa,BA,350.39,2026-08-08 23:49:52
